ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-241804,2025-04-24 21:29,2025-04-24 21:41,2025-04-25 22:06,resolved,chat,C106274,,VA-HP-ST2,Returns & Refunds,Normal,Returns Desk,A3036,0,,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my ordder of my Strata 2 headphones palced on 18/04. Refund not received yet. I have emailed twice. I request you to look into this matter at the earliest.

Regards,
Ayaan Khanna",Tciket raised for refund not credited. chk refund status on PG. ARN shared with cx. Will monitor. (SOP 3.1),legacy_fd
TK-241805,2025-04-24 21:31,2025-04-24 22:21,2025-04-24 22:37,resolved,chat,C103190,VR889370,VA-SW-NX2,Connectivity,Normal,Chat Frontline,A3003,0,,,,Y,pairing is not working.  kindly look into it,"1. Device not discoverable
2. Askde cx to reset the device
3. Replacement raised, RMA shared w/ cx -KS",legacy_fd
TK-241806,2025-04-24 21:35,2025-04-25 05:18,2025-04-25 05:39,resolved,email,C109104,VR888266,VA-EB-AIR,Connectivity,Normal,Email Frontline,A3016,0,,359800,DOA-REPL,Y,"hey
not pairing with my phone
the airlite buds VR888266
??","Cx reported pairing failure. Asked cx to reset the device. Re-pair successful, resolved on chat.
Amount returned to card; fresh unit shipped from BLR warehouse. -TK",legacy_fd
TK-241807,2025-04-24 22:34,2025-04-24 22:41,2025-04-24 23:10,resolved,chat,C100322,,VA-SP-ORB,Connectivity,Normal,Chat Frontline,A3003,0,,,,N,"it worked on my old router, new one it just blinks. i want a replacement","Customer states unabble to connect to wifi. Checked app version. FW update, rslvd. Case closed with cx consent. (SOP 4.2)",legacy_fd
TK-241809,2025-04-24 22:50,2025-04-25 02:30,2025-04-25 02:43,closed,social,C108999,VR892758,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3038,0,3,,,Y,"Hello, Order VR892758 (my Pulse). Nobody came for the pickup. I called courier. Please call me on my registered number. Thanks, Yash Saxena","1. Pickup missed
2. Re-raised pickup w/ courier
3. rplc raised, RMA shared w/ cx",legacy_fd
TK-241810,2025-04-24 22:56,2025-04-24 23:11,2025-04-24 23:20,resolved,chat,C105432,,VA-HP-ST3,Billing & Payments,High,Billing,A3034,0,,,,N,"Hi, This is regarding Strata 3. I was promised a discount on the call, invoice shows none. Please help. Thanks & regards Steven Arora",rslvd on call (sop 4.2),legacy_fd
TK-241811,2025-04-25 04:06,2025-04-25 04:15,2025-04-25 04:29,resolved,chat,C107767,VR888778,VA-SW-NX2,Connectivity,Normal,Chat Frontline,A3001,0,,,,N,"Product: the Nexa 2
Order: VR888778
Purchased: 15 Feb
Issue: my phone just doesn't see it in the list anymore
Tried: forgot the device & tried again
Expected: replacement","issue: uanble to pair with phone | checked phone os version -> re-pair successful, resolved on chat ~Suresh",legacy_fd
TK-241812,2025-04-25 09:07,2025-04-25 09:12,2025-04-30 09:23,resolved,chat,C106627,,VA-EB-PL1,Other,High,Chat Frontline,A3011,0,,,,N,"i bought my pulse on 12-04-2025.  package not delivered even after 19 days. i want my money back. regards,","Courier conf dlvry for 27 Apr, cx informed. Issue: ord not delivered. Rasied tickeet w/ courier partner.",legacy_fd
TK-241813,2025-04-25 10:45,2025-04-25 10:47,2025-04-25 10:53,resolved,chat,C102995,,VA-EB-PL1,Product Enquiry,Normal,Chat Frontline,A3011,0,,,,N,"Product: pulse 1
Order: VR902196
Purchased: 14/04
Issue: can I connect two pusle 1 together
Expected: replacemment",Qeury answered. Issue: product enquiry. Shared compatibility info.,legacy_fd
TK-241815,2025-04-25 12:15,2025-04-25 13:01,2025-04-25 13:27,resolved,voice,C100528,,VA-HP-ST3,Audio Quality,Normal,Voice Frontline,A3025,0,,,,N,works for music but useless for meetings. please resolve asap,"ticket raised for mic issue. tested on call w/ cx. permissions fixed, rslvd. //KOM",legacy_fd
TK-241816,2025-04-25 13:27,2025-04-26 00:45,2025-04-26 01:18,resolved,email,C100173,VR907821,VA-SW-NX2,Billing & Payments,High,Billing,A3032,0,,,,N,"product: my nexa 2 watch
order: vr907821
purchased: april 21
issue: upi shows success, your app shows nothing
tried: waited 24 hours
expected: resolution","1. amount deducted without order
2. chk pg dashboard for txn
3. order manually created ~Sneha",legacy_fd
TK-241817,2025-04-25 14:55,2025-04-25 15:00,2025-04-26 15:30,resolved,chat,C102535,VR888798,VA-SP-MINI,Delivery & Shipping,High,Logistics,A3030,0,,,,Y,"hey
screen has a crack before i even switched it on
anyone there","Cx reported damaged in transit. Photos rcvd, damage confirmed. Replacement approved, reverse pickup arranged.",legacy_fd
TK-241818,2025-04-25 16:39,2025-04-25 16:58,2025-04-25 17:13,resolved,voice,C105640,VR905439,VA-EB-PL1,Product Enquiry,Normal,Voice Frontline,A3026,0,3,,,N,[IVR transcript] will this survive a shower - VR905439,cx: pre-sales query | shared spec sheet -> cx satisfied //AAD,helpdesk
TK-241818,2025-04-25 16:39,2025-04-25 16:58,2025-04-25 17:13,resolved,voice,C105640,VR905439,VA-EB-PL1,Product Enquiry,Normal,Voice Frontline,A3026,0,3,,,N,[IVR transcript] will this survive a shower - VR905439,cx: pre-sales query | shared spec sheet -> cx satisfied //AAD,legacy_fd
TK-241819,2025-04-25 17:54,2025-04-25 23:18,2025-04-27 23:31,resolved,email,C102711,,VA-HP-ST3,Returns & Refunds,Normal,Returns Desk,A3038,0,,699900,RETURN-QC-OK,N,"PRODUCT: STRATA 3
PURCHASED: APRIL 22
ISSUE: STILL WAITING FOR MY REFUND
TRIED: CHECKED BNK
EXPECTED: REFUND","1. Refund pending
2. Checked reverse pkp QC status
3. Full refund processed (6999)",legacy_fd
TK-241820,2025-04-25 18:20,2025-04-25 18:45,2025-04-25 19:03,resolved,chat,C103214,VR903151,VA-SP-MINI,Other,Normal,Chat Frontline,A3012,0,,,,N,"Hello, Got orbit mini from vireo.in 2 weeks ago. PLAESE CANCEL, ORDERED BY MISTAKE. I tried cancel button, greyed out. Nothing changed. I want my money back. Please revert","customer reached out - cancellation request. chk shipment status. cancelled, refund initiated.",legacy_fd
TK-241821,2025-04-25 19:49,2025-04-25 20:35,,pending,social,C107863,VR901432,VA-EB-AIR,Connectivity,Normal,Chat Frontline,A3005,0,4,,,Y,Not what I expected from Vireo. This is regarding airlite earbuds. not pairing with my phone. I already tried on another phone. This is the last time I buy from you.,"1. Device not discoverable
2. Walked through forget + re-pair
3. rplc raised, RMA shared w/ cx",legacy_fd
TK-241823,2025-04-25 21:44,2025-04-26 14:16,,pending,email,C109477,VR885228,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3036,0,2,37500,RETURN-QC-OK,N,"hlelo ji
you picked up teh item 21 days ago and my money hasn't come back
kuch karo
anyone there",cx states reufnd pending. Chekced reverse pickup QC status. Refund of Rs 375 initiated to source. Case closed with cx consent. (SOP 2.7),legacy_fd
TK-241824,2025-04-25 22:42,2025-04-25 22:42,2025-04-25 23:00,resolved,chat,C101838,,VA-EB-PL1,Audio Quality,Low,Chat Frontline,A3001,0,,,,N,"dear sir/madam,
bought the pulse buds around 05-03-2025 from vireo.in. static noise whn playing music.
how do i get this fixed?
awaiting response, steven sheikh",static noise in audio | checked fw -> replacement raied ~Suresh,legacy_fd
TK-241825,2025-04-26 03:12,2025-04-26 03:20,2025-04-28 03:39,resolved,chat,C106050,VR900918,VA-AC-CBL,Returns & Refunds,Low,Returns Desk,A3037,0,,,,N,return pickup has not happened,pickup rescheduled for 27 apr. issue: pickup missed. checked pickup awb. ~Manish,legacy_fd
TK-241826,2025-04-26 08:41,2025-04-26 08:42,2025-04-27 08:54,resolved,chat,C107691,VR894241,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3038,0,,212400,GW-OTHER,N,"Product: pulse 1
Order: VR894241
Purchased: 11/04
Issue: still waiting for my refund
Tried: emailed twice
Expected: refund","1. Refund pending
2. Checked refund status on PG
3. Refund approved, Rs 2124, 5-7 working days. Cx asked for replacement + rfnd, explained policy, rfnd only.",legacy_fd
TK-241827,2025-04-26 08:45,2025-04-26 09:31,2025-04-26 09:46,resolved,voice,C107083,VR891114,VA-SP-ORB,Account & Login,Low,Voice Frontline,A3025,0,,,,N,"[IVR transcript] not receiving OTP to login, VR891114",account unlocked. issue: login issue. chk otp logs. //KOM,legacy_fd
TK-241828,2025-04-26 09:18,2025-04-26 09:34,2025-04-26 10:01,resolved,voice,C104193,,VA-NB-ARC,Delivery & Shipping,Low,Logistics,A3031,0,3,,,N,"helo
package not delivered even after 12 days
the neckband
urgent",Refund initiated as lost in transit. Issue: delivery delayed. Raised ticket with courier partner.,legacy_fd
TK-241830,2025-04-26 10:21,2025-04-26 12:28,2025-04-26 13:01,resolved,email,C103207,,VA-EB-PL1,Connectivity,Normal,Email Frontline,A3021,0,,,,N,app not opening after update - i want a replaement,"app crashing | checked app version -> adv betta build, rslvd",legacy_fd
TK-241832,2025-04-26 11:54,2025-04-26 21:49,2025-04-26 22:24,resolved,email,C107999,VR908126,VA-HP-ST3,Billing & Payments,High,Billing,A3035,0,3,559900,GW-OTHER,N,double paymeent deducted. VR908126,cx ok,legacy_fd
TK-241833,2025-04-26 12:42,2025-04-26 12:50,2025-04-26 13:07,resolved,chat,C104100,,VA-SP-MINI,Other,Normal,Chat Frontline,A3011,0,5,,,N,I am losing patience.  I bought orbit mini on 28 Apr. IS ORBIT MINI COMPATIBLE WITH MY TV. Refund. Now,Query answered. Issue: pre-sales query. Shared spec sheet.,legacy_fd
TK-241834,2025-04-26 13:25,2025-04-26 13:28,2025-04-29 13:47,closed,chat,C102744,VR888640,VA-NB-ARC,Delivery & Shipping,Normal,Logistics,A3027,0,,,,N,"Product: the neckband
Order: VR888640
Purchased: 13/04
Issue: package not delivered even after 6 days
Tried: checked with neighbours
Expected: resolution","1. Order not delivered
2. Raised ticket with courier partner
3. Refund initiated as lost in transit",legacy_fd
TK-241836,2025-04-26 14:44,2025-04-26 16:23,2025-04-26 16:36,resolved,voice,C102744,VR888640,VA-NB-ARC,Account & Login,Normal,Voice Frontline,A3026,0,,,,N,I have been a loyal customer and this is how u treat me. Order VR888640 (Arc neckband). not receiving OTP to login. I already tried on another browser. Escalate this to someone senior.,"unable to log in | checked number on account -> otp resent, cx logged in //AAD",helpdesk
TK-241836,2025-04-26 14:44,2025-04-26 16:23,2025-04-26 16:36,resolved,voice,C102744,VR888640,VA-NB-ARC,Account & Login,Normal,Voice Frontline,A3026,0,,,,N,I have been a loyal customer and this is how u treat me. Order VR888640 (Arc neckband). not receiving OTP to login. I already tried on another browser. Escalate this to someone senior.,"unable to log in | checked number on account -> otp resent, cx logged in //AAD",legacy_fd
TK-241837,2025-04-26 15:47,2025-04-26 17:26,2025-04-26 17:37,resolved,email,C103883,,VA-SW-NX2,Billing & Payments,Normal,Billing,A3035,0,,,,N,"Product: Nexa 2
Order: VR891810
Purchased: 25-04-2025
Issue: the festive offer vanished when I clicked pay
Tried: tried on app and website
Expected: resolution","Cx reported discount not applied. chk coupon validity. Advised coupon terms, rslvd. Case closed w/ cx consent.",legacy_fd
TK-241838,2025-04-26 17:27,2025-04-26 18:03,2025-05-01 20:08,resolved,voice,C108776,VR892207,VA-EB-PL1,Warranty & Repair,Normal,Escalations & Warranty,A3041,0,,,,Y,"[IVR transcript] Got the Pulse buds from Flipkart recently.  Left side not charging in the case. I removed and reinserted it 10 times. Nothing changed. PLEASE CALL ME ON MY REGISTERED NUMBER. Please revert, Harsh","1. Left earbud not taking charge
2. Checked case LED behaviour with cx
3. Replacement approved, reverse pickup arranged",legacy_fd
TK-241840,2025-04-26 17:29,2025-04-27 09:45,,pending,email,C104732,,VA-HP-ST3,Product Enquiry,Normal,Email Frontline,A3022,0,4,,,N,"Dear Sir/Madam, Got Strata 3 frmo vireo.in a month ago. Will this survive a shower. Waiting for ur reply. Thanks Sneha Agarwal",Customer reached out - pre-sales query. Shared spec sheet. Query answered.,legacy_fd
TK-241842,2025-04-26 17:37,2025-04-26 20:05,2025-04-29 20:19,resolved,email,C106761,VR903090,VA-SP-MINI,Delivery & Shipping,Normal,Logistics,A3030,0,,,,N,"Hi Vireo support, Ordered orbit mini around Diwali. Package not delivered even after 6 days. I checked with neighbours. Please call me on my registered number. Rgds,","Ticket raised for dlvry delayed. Checked AWB w/ crr. crr confirmed dlvry for 29 Apr, cx informed. //AIS",legacy_fd
TK-241843,2025-04-26 20:36,2025-04-26 20:37,2025-04-26 20:46,resolved,chat,C106749,VR887554,VA-SW-NX2,Billing & Payments,High,Billing,A3035,0,3,,,N,Very poor quality. I bought the Nea 2 on 22/04. my company accounts team is aksing for the tax bill. I already tried different browser. Refund. Now.,Contact re invoice query. Updated GSTIN on ord. GST invoice regenerated & shared. Will monitor.,legacy_fd
TK-241844,2025-04-27 00:03,2025-04-27 00:14,2025-04-28 00:30,closed,chat,C103882,VR894689,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3028,0,3,,,Y,"Hi, Got my Nexa 2 watch from vireo.in recently. Received teh wrong item. I rechecked my order. Please help. Awaiting response Diya Jin",customer states incorrect prouct shipped. verified ord vs delivered item photos. new unit shipped under doa.,legacy_fd
TK-241845,2025-04-27 00:46,2025-04-27 00:47,2025-04-29 01:00,resolved,chat,C106775,VR907010,VA-HP-ST3,Returns & Refunds,Normal,Returns Desk,A3038,0,4,699900,GW-OTHER,N,"Dear Sir/Madam,

I am writing with reference to my order of Strata 3 (VR907010) placed on April 11. The app said pickup today, that was on April 11. I have rescheduled pickup twice. I request you to look into this matter at the earliest.

Yours faithfully,
Daniel Yadav
Kochi","1. pkp missed
2. Checked pkp AWB
3. Full refund processed (6999)",legacy_fd
TK-241846,2025-04-27 09:08,2025-04-27 09:40,2025-04-27 10:15,resolved,voice,C100478,,VA-SP-MINI,Connectivity,Normal,Voice Frontline,A3037,1,,,,N,"[IVR transcript] Hello, Ordered orbit mini recently. Pairing is not working. I forgot the device & tried again. Nothing changed. Can soemone fix this? Thanks in advance","re-pair successful, rslvd on chat. issue: pairing failure. checked phone os version. via returns desk. ~Manish",legacy_fd
TK-241847,2025-04-27 09:58,2025-04-27 10:06,2025-05-02 10:50,resolved,chat,C104789,VR901542,VA-SW-FIT,Warranty & Repair,High,Escalations & Warranty,A3039,0,,,,N,I am losing patience. Bought the fit band around 21 Apr from Amazon. box was crushed and the the fit band is cracked. I already took photos. This is the last time I buy from you.,damaged in transit | checked with courier for damage claim -> replacement dispatched (sop 4.2) ~Reyansh,legacy_fd
TK-241848,2025-04-27 11:09,2025-04-27 11:20,2025-04-28 11:50,resolved,voice,C109491,VR907868,VA-SW-NX2,Returns & Refunds,Normal,Returns Desk,A3037,0,3,,,Y,[IVR transcript] Very poor quality. Ordered my Nexa 2 watch recently. the box says my Nexa 2 watch but what's inside is not what I paid for. I already rechecked my order. This is the last time I buy from you.,rplc dispatched. issue: incorrect product shipped. verified order vs delivered item photos. ~Manish,legacy_fd
TK-241849,2025-04-27 11:52,2025-04-27 22:05,2025-04-30 22:20,resolved,email,C109165,VR901066,VA-EB-PL1,Delivery & Shipping,Low,Logistics,A3031,0,,,,N,"not acceptable at this price.  order vr901066 (the pulse buds). it has been 21 days and i have nothing in hand. i already called the courier. i want a replacement or refund, nothing else.",Refund initiated as lost in transit. Issue: shipment not received. Raised ticket with courier partner.,legacy_fd
TK-241850,2025-04-27 17:02,2025-04-27 17:20,2025-04-27 17:31,resolved,voice,C100600,VR885102,VA-EB-PL1,Other,Normal,Voice Frontline,A3026,0,,,,N,"[IVR transcript] Hi Vireo support, This is regarding the Pulse buds. Before I buy - will this talk to a 2019 Samsung. PLEASE HELP",cx: compatibility query | shared compatibility info -> query answered //AAD,legacy_fd
TK-241851,2025-04-27 18:22,2025-04-27 20:15,2025-05-10 01:24,resolved,email,C109043,,VA-SW-FIT,Warranty & Repair,Normal,Escalations & Warranty,A3038,1,,169900,GW-OTHER,N,"Dear Sir/Madam,

I am writing wiith reference to my order of the fit band plced on 18/03. Service centre toook it, now silence. I have clled sevrice centre. I request you to pocess a refund to my original payment method.

Regards,
Dev Agarwal
Gurugram","1. Warranty claim status
2. Followed up with service centre
3. xfer to Returns Desk
4. Repair completed, shipped back.
Amount returned to card; fresh unit shipped from BLR warehouse.",legacy_fd
TK-241852,2025-04-27 18:26,2025-04-27 20:49,2025-04-29 23:37,resolved,email,C107691,VR894241,VA-EB-PL1,Other,Normal,Email Frontline,A3039,1,3,,,N,"Dear Sir/Madam,

I am writing with reference to my order of my Pulse (VR894241) placed on 11-04-2025. Right side works perfectly, left one just does not wake up. I have cleaned the contacts with a cloth. I request you to provide a resolution within 3 working days.

Sincerely,
Tanvi George",issue: l bud no charge in case | checked case led behaviour with cx -> escalated to warranty for inspection | xfer escalations & warranty ~Reyansh,legacy_fd
TK-241854,2025-04-27 18:51,2025-04-27 18:53,2025-04-27 19:11,resolved,chat,C108594,VR891270,VA-EB-PL1,App & Firmware,High,Chat Frontline,A3014,0,4,,,N,"Hi team,
Order VR891270 (my Pulse). Since the last update the app just shows a white screen.
Please help","Ticket raised for app not opening. Known issue on Android 14 - bug logged. Bug logged, workaround shared. -AD",legacy_fd
TK-241855,2025-04-27 19:19,2025-04-27 19:20,2025-04-27 19:50,resolved,chat,C104891,VR898392,VA-SW-FIT,App & Firmware,Low,Chat Frontline,A3015,0,,,,N,"not acceptable at this price.  got the fit band from vireo.in recently. app not opening after update. i already updated phone. i want a replacement or refund, nothing else.","adv beta build, rslvd. Issue: app crash on device page. Asked for phone model + OS.",legacy_fd
TK-241856,2025-04-27 20:27,2025-04-28 00:00,2025-04-28 00:23,resolved,email,C103970,,VA-HP-ST3,App & Firmware,Normal,Email Frontline,A3016,0,5,,,N,"Pathetic experience honestly. Ordered Strata 3 last week. app not opening after update. I already reinstalled the app. I want a replacement or refund, nothing else.","Bug logged, workaround shared. Issue: app not opening. Asked for phone model + OS. (SOP 2.7) -TK",helpdesk
TK-241856,2025-04-27 20:27,2025-04-28 00:00,2025-04-28 00:23,resolved,email,C103970,,VA-HP-ST3,App & Firmware,Normal,Email Frontline,A3016,0,5,,,N,"Pathetic experience honestly. Ordered Strata 3 last week. app not opening after update. I already reinstalled the app. I want a replacement or refund, nothing else.","Bug logged, workaround shared. Issue: app not opening. Asked for phone model + OS. (SOP 2.7) -TK",legacy_fd
TK-241857,2025-04-27 21:02,2025-04-27 21:17,2025-04-27 21:33,resolved,chat,C107376,,VA-SW-NX2,Other,Low,Chat Frontline,A3014,0,,649900,GW-OTHER,N,"hello, bought the nexa 2 around 21/04 from vireo.in. ordered the wrong colour, don't ship it. i tried cancel button, greyed out. need this sorted this week. awaiting response,",rfnd of Rs 6499 initiated to source. Issue: cancellation request. chk shipment status. -AD,legacy_fd
TK-241858,2025-04-27 23:19,2025-04-27 23:20,2025-04-28 23:41,resolved,chat,C103675,VR893161,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3027,0,,,,Y,"product: my nexa 2 watch
order: vr893161
purchased: 21-04-2025
issue: product arrived damaged
tried: took photos
expected: callback","Cust contacted re transit damage. Checked w/ crr for damage claim. Replacement approved, reverse pickup arranged. Closing.",legacy_fd
TK-241859,2025-04-27 23:38,2025-04-27 23:48,2025-04-28 00:16,resolved,chat,C100689,VR886413,VA-SP-MINI,App & Firmware,Normal,Chat Frontline,A3002,0,,,,N,"hi sir
firmware update stuck for 2 hours
around Diwali se
anyone there",update hang | checked fw 2.5.10 rollout -> recovery successful [closed],legacy_fd
TK-241861,2025-04-28 00:35,2025-04-28 05:42,2025-04-28 06:04,resolved,social,C105398,,VA-HP-ST3,Billing & Payments,Normal,Billing,A3034,0,3,,,N,"Hi, This is regarding the strata 3. My company accounts team is asking for the tax bill. I checked orders page. Pease help. Awaiting response,",see prev (sop 3.1),legacy_fd
TK-241862,2025-04-28 07:31,2025-04-28 07:34,2025-04-28 07:52,resolved,chat,C100081,VR904184,VA-HP-ST2,Other,Normal,Chat Frontline,A3010,0,,,,N,does strata 2 work with iphone.  i want my money back,"1. Compatibility query
2. Shared compatibility info
3. Cx satisfiied",legacy_fd
TK-241863,2025-04-28 09:06,2025-04-28 09:10,2025-04-30 09:36,resolved,chat,C101893,VR897162,VA-HP-ST3,Delivery & Shipping,Normal,Logistics,A3029,0,3,594900,GW-OTHER,N,"the app said pickup today, that was on 03-04-2025
vr897162","refund approved, rs 5949, 5-7 working days. issue: reverse pickup pending. re-raised pickup with courier. -RM",legacy_fd
TK-241864,2025-04-28 09:16,2025-04-28 09:19,,open,chat,C100370,VR904751,VA-NB-ARC,Account & Login,Normal,Chat Frontline,A3013,0,,,,N,"very poor quality. bought arc neckband around 23-02-2025 from amazon. locked out of my own account since around diwali. i already tried on another browser. i want a replacement or refund, nothing else.",account unlocked. issue: unable to log in. checked number on account. ~Rohit,legacy_fd
TK-241866,2025-04-28 09:42,2025-04-28 09:48,2025-04-28 10:03,resolved,chat,C107439,VR892696,VA-SP-ORB,Product Enquiry,Normal,Chat Frontline,A3011,0,,,,N,"This is regarding the Orbit smart speaker.  My dad has an old Nokia, will the watch app run. Waiting for your reply. Please revert",Query answered. Issue: compatibility query. Shared compatibility info.,legacy_fd
TK-241867,2025-04-28 10:53,2025-04-28 10:53,2025-04-28 11:17,resolved,chat,C109189,VR895215,VA-SW-FIT,Delivery & Shipping,High,Logistics,A3028,0,3,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of Nexa Fit (VR895215) placed on 28 Apr. I haven't received my order. I have called the courier. I request you to look into this matter at the earliest.

Regards,
Suresh Fernandes
Bhubaneswar",cx says dlvry delayed. conf address w/ cx. refund initiateed as lost in transit.,legacy_fd
TK-241868,2025-04-28 11:08,2025-04-28 11:41,2025-04-28 12:18,resolved,voice,C104262,VR883821,VA-EB-AIR,Billing & Payments,High,Billing,A3032,0,3,144,DUP-PAYMENT,N,Really frustrating. Order VR883821 (AirLite). double payment deducted. I already waited a week. This is the last time I buy from u.,"1. duplicate payment
2. conf utrs
3. rfnd of rs 144 initiated to source ~Sneha",helpdesk
TK-241868,2025-04-28 11:08,2025-04-28 11:41,2025-04-28 12:18,resolved,voice,C104262,VR883821,VA-EB-AIR,Billing & Payments,High,Billing,A3032,0,3,14400,DUP-PAYMENT,N,Really frustrating. Order VR883821 (AirLite). double payment deducted. I already waited a week. This is the last time I buy from u.,"1. duplicate payment
2. conf utrs
3. rfnd of rs 144 initiated to source ~Sneha",legacy_fd
TK-241869,2025-04-28 11:36,2025-04-28 11:58,2025-04-28 12:37,resolved,chat,C102669,VR909910,VA-SW-NX2,Billing & Payments,High,Billing,A3034,0,,649900,DUP-PAYMENT,N,"Hi Vireo support, Ordered my Nxea 2 wathc last month. I was charged twice for one order. Kindly look into it. Thanks Tarun",customer reached out - duplicate payment. conf utrs. refund processed.,legacy_fd
TK-241871,2025-04-28 12:23,2025-04-28 13:45,2025-04-28 13:54,closed,email,C102857,,VA-NB-ARC,Other,Normal,Email Frontline,A3021,0,,,,N,"namaste,
got my arc from flipkart 10 days ago.  want to cancel my order.
i tried cancel button, greyed out.
i want my money back.
please revert, rajat ghosh","ord cancellation | chk shipment status -> already shipped, adv rto/return ~Meera",legacy_fd
TK-241872,2025-04-28 12:37,2025-04-28 12:41,2025-04-30 13:11,resolved,chat,C100263,,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3038,0,,199900,RETURN-QC-OK,N,refund was promised 8 days ago and nothing. please advise,"1. Refund delay
2. chk refund status on PG
3. Refunded Rs 1999",legacy_fd
TK-241873,2025-04-28 13:24,2025-04-28 13:29,2025-04-28 13:54,resolved,chat,C106520,VR884293,VA-AC-CH65,Delivery & Shipping,Normal,Logistics,A3029,0,3,,,N,"hello
my order has not been delivered yet","rto confirmed, reshipped. issue: order not delivered. raised ticket with courier partner. -RM",legacy_fd
TK-241874,2025-04-28 17:56,2025-04-28 21:00,2025-04-28 21:20,resolved,voice,C101355,VR897799,VA-SW-NX1,Returns & Refunds,Normal,Returns Desk,A3036,0,2,,,Y,got a different colour thaan ordered,"Reported: wrong variant received. Raised with warehouse. Replacement raised, RMA shared with cx. Cx satisfied on chat.",legacy_fd
TK-241875,2025-04-28 21:51,2025-04-28 22:32,2025-04-28 22:57,closed,email,C106871,,VA-EB-AIR,App & Firmware,Normal,Email Frontline,A3017,0,,,,N,honestly regretting this purchase.  got airlite earbuds from vireo.in 10 days ago. it's showing a spinning circle for hours. i already kept phone nearby. escalate this to someone senior.,cx reported update hang. asked cx to keep in case 30 min. recovery successful. -KS,helpdesk
TK-241875,2025-04-28 21:51,2025-04-28 22:32,2025-04-28 22:57,closed,email,C106871,,VA-EB-AIR,App & Firmware,Normal,Email Frontline,A3017,0,,,,N,honestly regretting this purchase.  got airlite earbuds from vireo.in 10 days ago. it's showing a spinning circle for hours. i already kept phone nearby. escalate this to someone senior.,cx reported update hang. asked cx to keep in case 30 min. recovery successful. -KS,legacy_fd
TK-241876,2025-04-29 03:55,2025-04-30 01:30,2025-04-30 01:53,resolved,email,C103528,,VA-SP-MINI,Billing & Payments,High,Billing,A3033,0,,224900,GW-OTHER,N,"Product: Orbit Mini
Purchased: April 29
Issue: payment was deducted but no order was created
Tried: tried logging out and in
Expected: refund",resolved on call,legacy_fd
TK-241877,2025-04-29 09:09,2025-04-29 11:20,2025-04-29 11:30,resolved,email,C107966,VR881007,VA-NB-ARC,Billing & Payments,High,Billing,A3033,0,,,,N,"Hello,
Bought the neckband around 19 Apr from Amazon. Promo code shows invalid.
I tried in caps. Nothing changed.
Waiting for your reply.
Thank you","1. discount not applied
2. checked coupon validity
3. partial refund of discount amount issued",legacy_fd
TK-241878,2025-04-29 11:38,2025-04-29 12:09,,pending,voice,C107011,VR909513,VA-SW-NX2,Billing & Payments,Normal,Billing,A3034,0,4,,,N,"[IVR transcript] Namaste, Bought my Nexa 2 watch around 23-04-2025 from vireo.in. Discount was not applied at checkout. Waiting for your reply.",sorted,legacy_fd
TK-241879,2025-04-29 11:58,2025-04-29 12:18,2025-04-29 12:35,resolved,voice,C109456,,VA-SW-NX2,App & Firmware,Normal,Voice Frontline,A3024,0,,,,N,not what i expected from vireo. this is regarding the nexa 2. since the last update the app just shows a white screen. i already reinstalled the app. refund. now.,"Ticket raised for app crash on device page. Checked app version. Advised beta build, resolved. Follow-up not required. ~Amit",legacy_fd
TK-241880,2025-04-29 14:51,2025-04-29 18:21,2025-04-29 19:00,resolved,email,C105045,VR897571,VA-SW-NX2,Charging & Battery,Normal,Email Frontline,A3018,0,5,,,N,"Hi there, I bought the Nexa 2 on 04 Feb. Battery bakup is terrible now. I fully charged and discharged twice. I hvae been a loyal customer and this is how you treat me. I want my money back. Regards Riya",cx: battery draining fast | checked fw 2.8.4 -> replacement raiesd after test ~Krishna,legacy_fd
TK-241881,2025-04-29 18:44,2025-04-30 00:09,2025-04-30 00:26,resolved,email,C109217,,VA-SP-MINI,Billing & Payments,Normal,Billing,A3033,0,3,21200,GW-OTHER,N,"Hi there, Bought the mini speaker around April 24 from Amazon. Paid via UPI, amount deducted, no order confirmation. I watied 24 hours. Nothing changed. Please advise. Thanks in advance","1. payment debited, no order
2. confirmed with payment gateway
3. refunded rs 212",legacy_fd
TK-241883,2025-04-29 20:02,2025-04-29 20:23,2025-04-29 20:56,resolved,voice,C101949,,VA-SW-NX1,Charging & Battery,Normal,Voice Frontline,A3026,0,,899800,GW-OTHER,N,"[IVR transcript] Hello Vireo, Ordered the nexa smartwatch 10 days ago.  The promised 30 hours is nowhere close, I get maybe 2. Please resolve asap. Thanks,","re: battery draining fast | adv disabling anc/aod to test -> rfnd approved, rs 8998, 5-7 working days //AAD",legacy_fd
