ticket_id,ai_suggested_reason,ai_theme,ai_confidence,ai_evidence_quote,ai_model,ai_run_id
TK-242752,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. Checked refund status,rules-baseline-v2,rules:note
TK-242771,WTY-BUYBACK,hardware_fault,n/a (rules),Customer states case not charging. Asked cx to try differe,rules-baseline-v2,rules:note
TK-242778,RETURN-QC-OK,return_qc,n/a (rules),processed (356). issue: rfnd delay. checked rfnd status on,rules-baseline-v2,rules:note
TK-242786,RETURN-QC-OK,return_qc,n/a (rules),Cust contacted re refund not credited. chk refund status on PG,rules-baseline-v2,rules:note
TK-242790,RETURN-QC-OK,return_qc,n/a (rules),Cust contacted re rfnd not credited. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-242794,RETURN-QC-OK,return_qc,n/a (rules),cx states rfnd pending. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-242795,CANCEL,customer_cancellation,n/a (rules),1. order cancellation 2. checked shipment stat,rules-baseline-v2,rules:note
TK-242799,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd not credited 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-242826,DUP-PAYMENT,payment_failure,n/a (rules),17/06 ISSUE: PAYMENT WAS DEDUCTED BUT NO ORDER WAS CREATED TRIED: CHECK,rules-baseline-v2,rules:message
TK-242828,DUP-PAYMENT,payment_failure,n/a (rules),issue: charged twice | conf utrs -> refund ap,rules-baseline-v2,rules:note
TK-242830,LOST-TRANSIT,transit_lost,n/a (rules),refund initiated as lost in transit. issue: shipment not rec,rules-baseline-v2,rules:note
TK-242835,PRICE-ADJ,pricing_coupon,n/a (rules),Cx says coupon not applied. chk coupon,rules-baseline-v2,rules:note
TK-242841,LOST-TRANSIT,transit_lost,n/a (rules),Cx says delivery delayed. Raised ticket with crr,rules-baseline-v2,rules:note
TK-242842,RETURN-QC-OK,return_qc,n/a (rules),helo refund was promised 8 days ago and nothing m,rules-baseline-v2,rules:message
TK-242848,WTY-BUYBACK,hardware_fault,medium,cx: rapid battery drain | replacement raised after test,claude-opus-5,tier2
TK-242870,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. Checked refund status,rules-baseline-v2,rules:note
TK-242872,PRICE-ADJ,pricing_coupon,n/a (rules),cx says promo code invalid. chk cart eligib,rules-baseline-v2,rules:note
TK-242876,DUP-PAYMENT,payment_failure,n/a (rules),Ticket raiseed for duplicate payment. chk PG for duplicate tx,rules-baseline-v2,rules:note
TK-242877,DUP-PAYMENT,payment_failure,n/a (rules),1. failed order after payment 2. conf with payment gat,rules-baseline-v2,rules:note
TK-242878,DUP-PAYMENT,payment_failure,n/a (rules),cx: charged twice | checked pg for duplica,rules-baseline-v2,rules:note
TK-242887,CANCEL,customer_cancellation,n/a (rules),"Cancelled, refund initiated. Issue: cancellation req",rules-baseline-v2,rules:note
TK-242897,DUP-PAYMENT,payment_failure,n/a (rules),cx: duplicate payment | confirmed utrs -> rfnd,rules-baseline-v2,rules:note
TK-242906,WTY-BUYBACK,connectivity_firmware,n/a (rules),issue: connection dropping | advised to test in,rules-baseline-v2,rules:note
TK-242928,DUP-PAYMENT,payment_failure,n/a (rules),1. duplicate payment 2. checked pg for duplic,rules-baseline-v2,rules:note
TK-242930,RETURN-QC-OK,return_qc,n/a (rules),Ticket raised for pickup missed. Re-raised pickup with c,rules-baseline-v2,rules:note
TK-242935,CANCEL,customer_cancellation,n/a (rules),cx reported cancel ord. cancelled before dispat,rules-baseline-v2,rules:note
TK-242937,RETURN-QC-OK,return_qc,n/a (rules),1. Reverse pkp pending 2. Re-raised pkp,rules-baseline-v2,rules:note
TK-242944,DUP-PAYMENT,payment_failure,n/a (rules),cust contacted re amount deducted without order. confirmed with paymen,rules-baseline-v2,rules:note
TK-242950,CANCEL,customer_cancellation,n/a (rules),hello cancel order,rules-baseline-v2,rules:message
TK-242957,WTY-BUYBACK,hardware_fault,n/a (rules),issue: warranty claim status | chk rma s,rules-baseline-v2,rules:note
TK-242963,CANCEL,customer_cancellation,n/a (rules),issue: cancellation request | cancelled before dispa,rules-baseline-v2,rules:note
TK-242965,LOST-TRANSIT,transit_lost,n/a (rules),1. Delivery delayed 2. Raised ticket with co,rules-baseline-v2,rules:note
TK-242973,RETURN-QC-OK,return_qc,n/a (rules),"in june, order vr906024. refund not received yet. i already checcked",rules-baseline-v2,rules:message
TK-242985,GW-OTHER,service_recovery,high,"adv fw update via app, rslvd. rfnd done & new unit sent as one-time gesture",claude-opus-5,tier2
TK-242987,CANCEL,customer_cancellation,n/a (rules),Cx says cancellation request. Checked shipment status,rules-baseline-v2,rules:note
TK-242991,RETURN-QC-OK,return_qc,n/a (rules),reverse pickup + correct item shipped.,rules-baseline-v2,rules:note
TK-242993,DUP-PAYMENT,payment_failure,n/a (rules),1. failed order after payment 2. conf w/ payment gatew,rules-baseline-v2,rules:note
TK-242996,RETURN-QC-OK,return_qc,n/a (rules),1. refund pending 2. checked reverse picku,rules-baseline-v2,rules:note
TK-243009,CANCEL,customer_cancellation,n/a (rules),re: ord cancellation | chk shipment stattus -,rules-baseline-v2,rules:note
TK-243010,CANCEL,customer_cancellation,n/a (rules),refunded rs 1274. issue: order cancellation. checked shipment status,rules-baseline-v2,rules:note
TK-243019,RETURN-QC-OK,return_qc,n/a (rules),Cx says refund not credited. chk reveres pkp QC stat,rules-baseline-v2,rules:note
TK-243037,DUP-PAYMENT,payment_failure,n/a (rules),"Cx says payment debited, no ord. chk PG dashboard for tx",rules-baseline-v2,rules:note
TK-243045,DUP-PAYMENT,payment_failure,n/a (rules),1. double charge 2. chk pg for duplicate,rules-baseline-v2,rules:note
TK-243051,PRICE-ADJ,pricing_coupon,n/a (rules),893418) placed on 29/06. promo code shows invalid. i have tr,rules-baseline-v2,rules:message
TK-243054,DOA-REPL,transit_damage,n/a (rules),"1. Transit damage 2. Photos rcvd, damage c",rules-baseline-v2,rules:note
TK-243064,RETURN-QC-OK,return_qc,n/a (rules),Customer reached out - refund delay. Checked refund status o,rules-baseline-v2,rules:note
TK-243070,DUP-PAYMENT,payment_failure,high,payment went through but I got no order id,claude-opus-5,tier2
TK-243071,RETURN-QC-OK,return_qc,n/a (rules),nd conf credited. issue: refund pending. chk reverse pickup qc s,rules-baseline-v2,rules:note
TK-243075,WTY-BUYBACK,connectivity_firmware,n/a (rules),hii bluetooth pairing fails every time,rules-baseline-v2,rules:message
TK-243079,LOST-TRANSIT,transit_lost,n/a (rules),tiated to source. Issue: delivery delayed. Checked AWB with courie,rules-baseline-v2,rules:note
TK-243080,CANCEL,customer_cancellation,n/a (rules),customer states cancellation request. cancelled before dispat,rules-baseline-v2,rules:note
TK-243085,LOST-TRANSIT,transit_lost,n/a (rules),regarding the neckband. Package not delivered even after 5 days. I che,rules-baseline-v2,rules:message
TK-243086,CANCEL,customer_cancellation,n/a (rules),cx: cancellation request | cancelled before dispa,rules-baseline-v2,rules:note
TK-243096,CANCEL,customer_cancellation,n/a (rules),issue: cancel order | checked shipment sta,rules-baseline-v2,rules:note
TK-243097,DUP-PAYMENT,payment_failure,n/a (rules),Ticket raised for amount deducted without ord. chk PG dashboard for tx,rules-baseline-v2,rules:note
TK-243098,DOA-REPL,transit_damage,n/a (rules),"> new unit shipped under doa (sop 5.4) refund + rplc,",rules-baseline-v2,rules:note
TK-243119,DUP-PAYMENT,payment_failure,n/a (rules),placed on 26 Jun. I was charged twice for one order. I have wa,rules-baseline-v2,rules:message
TK-243130,RETURN-QC-OK,return_qc,n/a (rules),refund delay | checked reverse pkp qc,rules-baseline-v2,rules:note
TK-243141,RETURN-QC-OK,return_qc,n/a (rules),e rfdn not credited. chk reverse pickup QC status. rfnd conf cre,rules-baseline-v2,rules:note
TK-243154,LOST-TRANSIT,transit_lost,n/a (rules),1. ord not delivered 2. chk awb w/ crr 3. re-,rules-baseline-v2,rules:note
TK-243157,LOST-TRANSIT,transit_lost,n/a (rules),re: delivery delayed | confirmed address with,rules-baseline-v2,rules:note
TK-243163,LOST-TRANSIT,transit_lost,n/a (rules),Customer states delivery delayed. Raised ticket with crr,rules-baseline-v2,rules:note
TK-243166,DUP-PAYMENT,payment_failure,n/a (rules),r after payment. Checked PG dashboard for txn. Refund of Rs 18,rules-baseline-v2,rules:note
TK-243169,CANCEL,customer_cancellation,n/a (rules),1. Cancellation request 2. chk shipment status 3,rules-baseline-v2,rules:note
TK-243185,DUP-PAYMENT,payment_failure,n/a (rules),"Cust contacted re payment debited, no ord. chk PG dashboard for tx",rules-baseline-v2,rules:note
TK-243188,RETURN-QC-OK,return_qc,n/a (rules),cx: refund pending | chk reverse pickup qc,rules-baseline-v2,rules:note
TK-243207,WTY-BUYBACK,connectivity_firmware,medium,issue: app crashing | asked for phone model + os,claude-opus-5,tier2
TK-243210,LOST-TRANSIT,transit_lost,n/a (rules),Ticket raised for ord not delivered. conf address w/ cx. rfn,rules-baseline-v2,rules:note
TK-243212,WTY-BUYBACK,connectivity_firmware,n/a (rules),cx states intermittent disconnects. chk interference sourc,rules-baseline-v2,rules:note
TK-243215,CANCEL,customer_cancellation,n/a (rules),1. Cancellation request 2. Cancelled befroe disp,rules-baseline-v2,rules:note
TK-243220,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd not credited 2. Checked rfnd status o,rules-baseline-v2,rules:note
TK-243224,DUP-PAYMENT,payment_failure,n/a (rules),1. duplicate payment 2. checked pg for duplic,rules-baseline-v2,rules:note
TK-243234,DUP-PAYMENT,payment_failure,n/a (rules),Contact re charged twice. chk PG for duplicate tx,rules-baseline-v2,rules:note
TK-243238,DUP-PAYMENT,payment_failure,n/a (rules),"Ticket raised for payment debited, no order. chk PG dashboard for",rules-baseline-v2,rules:note
TK-243247,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no ord 2. confirmed with paymen",rules-baseline-v2,rules:note
TK-243253,CANCEL,customer_cancellation,n/a (rules),cx: cancellation request | cancelled before dispa,rules-baseline-v2,rules:note
TK-243262,CANCEL,customer_cancellation,n/a (rules),5-7 working days. issue: order cancellation. chk shipment status. ~S,rules-baseline-v2,rules:note
TK-243268,RETURN-QC-OK,return_qc,n/a (rules),Contact re rfnd delay. Checked rfnd status on,rules-baseline-v2,rules:note
TK-243270,CANCEL,customer_cancellation,n/a (rules),Cx reported order cancellation. chk shipment status. Ca,rules-baseline-v2,rules:note
TK-243273,DUP-PAYMENT,payment_failure,n/a (rules),Refunded Rs 1799. Issue: charged twice. Chceked PG for duplicat,rules-baseline-v2,rules:note
TK-243279,RETURN-QC-OK,return_qc,n/a (rules),rom vireo.in last month. Refund was promised 20 days ago and nothing.,rules-baseline-v2,rules:message
TK-243284,RETURN-QC-OK,return_qc,n/a (rules),1. Refund not credited 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-243286,DUP-PAYMENT,payment_failure,n/a (rules),Cx reported charged twice. cnf UTRs. rfnd processe,rules-baseline-v2,rules:note
TK-243292,RETURN-QC-OK,return_qc,n/a (rules),Cx reported reverse pkp pending. Checked pkp AWB,rules-baseline-v2,rules:note
TK-243305,LOST-TRANSIT,transit_lost,n/a (rules),ticket raised for shipment not rcvd. chk awb w/ crr. re-ship,rules-baseline-v2,rules:note
TK-243324,DUP-PAYMENT,payment_failure,n/a (rules),payment was deducted but no order was created,rules-baseline-v2,rules:message
TK-243329,RETURN-QC-OK,return_qc,n/a (rules),1. Incorrect product shipped 2. Raised with warehouse,rules-baseline-v2,rules:note
TK-243337,DUP-PAYMENT,payment_failure,n/a (rules),cx says duplicate payment. chk pg for duplicate tx,rules-baseline-v2,rules:note
TK-243338,RETURN-QC-OK,return_qc,n/a (rules),Contact re rfnd delay. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-243341,GW-OTHER,service_recovery,n/a (rules),issued & rplc dispatched as goodwill. //AAD,rules-baseline-v2,rules:note
TK-243343,DUP-PAYMENT,payment_failure,n/a (rules),5-7 working days. Issue: amount deducted without order. Checked PG dashboard,rules-baseline-v2,rules:note
TK-243357,CANCEL,customer_cancellation,n/a (rules),processed (4999). Issue: order cancellation. Cancelled before dispat,rules-baseline-v2,rules:note
TK-243366,WTY-BUYBACK,hardware_fault,n/a (rules),cx says rapid battery drain. chk usage pattern w/ cx,rules-baseline-v2,rules:note
TK-243374,CANCEL,customer_cancellation,n/a (rules),re: cancel ord | chk shipment status ->,rules-baseline-v2,rules:note
TK-243380,DUP-PAYMENT,payment_failure,n/a (rules),within 5-7 days. Issue: amount deducted without ord. Confirmed with payment,rules-baseline-v2,rules:note
TK-243385,CANCEL,customer_cancellation,n/a (rules),"hello please cancel, ordered by mistake the",rules-baseline-v2,rules:message
TK-243391,RETURN-QC-OK,return_qc,n/a (rules),rffnd not credited. chk reverse pkp QC status. Full rfnd pro,rules-baseline-v2,rules:note
TK-243392,CANCEL,customer_cancellation,n/a (rules),cx: ord cancellation | chk shipment sattus ->,rules-baseline-v2,rules:note
TK-243394,CANCEL,customer_cancellation,n/a (rules),t AirLite on 07-07-2025. want to cancel my order. I already trie,rules-baseline-v2,rules:message
TK-243395,WTY-BUYBACK,hardware_fault,medium,Strap damage / Replacement strap dispatched,claude-opus-5,tier2
TK-243401,DUP-PAYMENT,payment_failure,n/a (rules),1. double charge 2. confirmed utrs 3. rfn,rules-baseline-v2,rules:note
TK-243402,LOST-TRANSIT,transit_lost,n/a (rules),1. ord not delivered 2. Raised ticket with co,rules-baseline-v2,rules:note
TK-243408,GW-OTHER,service_recovery,high,"re-pair successful, resovled on chat. refund + rplc, cx escalation avoided",claude-opus-5,tier2
TK-243414,DOA-REPL,transit_damage,n/a (rules),issue: transit damage | checked with courier f,rules-baseline-v2,rules:note
TK-243417,CANCEL,customer_cancellation,n/a (rules),"rdered the wrogn colour, don't ship it. I tried cancel button,",rules-baseline-v2,rules:message
TK-243419,WTY-BUYBACK,hardware_fault,n/a (rules),1. Repair status follow-up 2. Followed up,rules-baseline-v2,rules:note
TK-243424,CANCEL,customer_cancellation,n/a (rules),Cust contacted re cancel order. Cancelled before disp,rules-baseline-v2,rules:note
TK-243425,PRICE-ADJ,pricing_coupon,n/a (rules),discount not applied | checked cart eligibili,rules-baseline-v2,rules:note
TK-243434,DUP-PAYMENT,payment_failure,n/a (rules),Refunded Rs 2600. Issue: charged twice. Confirmed UTRs. //SUK,rules-baseline-v2,rules:note
TK-243441,DUP-PAYMENT,payment_failure,n/a (rules),"om Amazon around Diwali. UPI shows success, your app shows nothing.",rules-baseline-v2,rules:message
TK-243449,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: reverse pickup pending. re-raised picku,rules-baseline-v2,rules:note
TK-243451,CANCEL,customer_cancellation,n/a (rules),re: order cancellation | checked shipment statu,rules-baseline-v2,rules:note
TK-243461,LOST-TRANSIT,transit_lost,n/a (rules),"Jul, cx informed. Issue: order not delivered. Raised ticket with cour",rules-baseline-v2,rules:note
TK-243465,DUP-PAYMENT,payment_failure,n/a (rules),amount deducted without order | confirmed with payme,rules-baseline-v2,rules:note
TK-243479,CANCEL,customer_cancellation,n/a (rules),Cust contacted re cancellation request. chk shipment status. rf,rules-baseline-v2,rules:note
TK-243482,RETURN-QC-OK,return_qc,n/a (rules),Tikcet raised for pkp not done. chk pkp AWB. Refund of,rules-baseline-v2,rules:note
TK-243486,DUP-PAYMENT,payment_failure,n/a (rules),issue: duplicate payment | confirmed utrs -> refu,rules-baseline-v2,rules:note
TK-243490,WTY-BUYBACK,hardware_fault,n/a (rules),Contact re left bud not charging. Walked through factory,rules-baseline-v2,rules:note
TK-243492,LOST-TRANSIT,transit_lost,n/a (rules),shipment not rcvd | chk awb with crr -> rf,rules-baseline-v2,rules:note
TK-243496,LOST-TRANSIT,transit_lost,n/a (rules),1. Order not delivered 2. Raised ticket with co,rules-baseline-v2,rules:note
TK-243501,RETURN-QC-OK,return_qc,n/a (rules),Cx repored pickup missed. Checked pickup AWB. Pic,rules-baseline-v2,rules:note
TK-243514,PRICE-ADJ,pricing_coupon,n/a (rules),1. coupon not applied 2. chk coupo,rules-baseline-v2,rules:note
TK-243522,GW-OTHER,service_recovery,n/a (rules),", also sending a new set to keep him happy.",rules-baseline-v2,rules:note
TK-243531,RETURN-QC-OK,return_qc,n/a (rules),processed (2499). issue: pickup not done. checked pickup awb.,rules-baseline-v2,rules:note
TK-243538,DUP-PAYMENT,payment_failure,n/a (rules),2 earbuds on 20-07-2025. money debited but order not showing. I already tried,rules-baseline-v2,rules:message
TK-243542,PRICE-ADJ,pricing_coupon,n/a (rules),1. coupon not applied 2. chk coupo,rules-baseline-v2,rules:note
TK-243544,RETURN-QC-OK,return_qc,n/a (rules),1. Reverse pkp pending 2. Checked pkp A,rules-baseline-v2,rules:note
TK-243549,PRICE-ADJ,pricing_coupon,n/a (rules),1. Discount not applied 2. chk coupon validity 3,rules-baseline-v2,rules:note
TK-243552,RETURN-QC-OK,return_qc,n/a (rules),Contact re refund not credited. Checked reverse pkp QC,rules-baseline-v2,rules:note
TK-243553,DOA-REPL,transit_damage,n/a (rules),rfnd initiated. Issue: unit rcvd damaged. chk with crr for damage,rules-baseline-v2,rules:note
TK-243554,RETURN-QC-OK,return_qc,n/a (rules),Cuustomer reached out - refund pending. Cheecked refund status,rules-baseline-v2,rules:note
TK-243565,DUP-PAYMENT,payment_failure,n/a (rules),hii payment was deducted but no order was created pls reply,rules-baseline-v2,rules:message
TK-243574,PRICE-ADJ,pricing_coupon,n/a (rules),Ticket raised for coupon not applied. chk cart el,rules-baseline-v2,rules:note
TK-243578,LOST-TRANSIT,delivery_delay,medium,order status stuck on shipped since august 05,claude-opus-5,tier2
TK-243586,DUP-PAYMENT,payment_failure,n/a (rules),1. duplicate payment 2. confirmed utrs 3. dup,rules-baseline-v2,rules:note
TK-243592,CANCEL,customer_cancellation,n/a (rules),re: cancel order | cancelled before dis,rules-baseline-v2,rules:note
TK-243594,PRICE-ADJ,pricing_coupon,n/a (rules),1. promo code invalid 2. checked cart,rules-baseline-v2,rules:note
TK-243600,DUP-PAYMENT,payment_failure,n/a (rules),"re: payment debited, no order | conf with payment ga",rules-baseline-v2,rules:note
TK-243601,CANCEL,customer_cancellation,n/a (rules),5-7 working days. issue: order cancellation. cancelled before dispat,rules-baseline-v2,rules:note
TK-243603,DOA-REPL,transit_damage,n/a (rules),"Cx reported unit rcvd damaged. Photos rcvd, damage con",rules-baseline-v2,rules:note
TK-243615,DUP-PAYMENT,payment_failure,n/a (rules),5-7 working days. issue: failed order after payment. checked pg dashboard fo,rules-baseline-v2,rules:note
TK-243619,RETURN-QC-OK,return_qc,n/a (rules),rfnd pending | chk rfnd status on pg,rules-baseline-v2,rules:note
TK-243620,DUP-PAYMENT,payment_failure,n/a (rules),"re: payment debited, no order | asked for utr -> ref",rules-baseline-v2,rules:note
TK-243626,LOST-TRANSIT,transit_lost,n/a (rules),1. Order not delivered 2. Confirmed addrses wit,rules-baseline-v2,rules:note
TK-243634,DUP-PAYMENT,payment_failure,n/a (rules),Cx says failed order after payment. Checked PG dashboard fo,rules-baseline-v2,rules:note
TK-243635,DUP-PAYMENT,payment_failure,n/a (rules),Reported: amount deducted without order. Checked PG dashboard,rules-baseline-v2,rules:note
TK-243645,CANCEL,customer_cancellation,n/a (rules),processed (6648). issue: cancellation request. cancelled before dispat,rules-baseline-v2,rules:note
TK-243653,DOA-REPL,transit_damage,n/a (rules),"pickup arranged. issue: transit damage. photos received, damage",rules-baseline-v2,rules:note
TK-243657,DUP-PAYMENT,payment_failure,n/a (rules),1. charged twice 2. checked pg for duplic,rules-baseline-v2,rules:note
TK-243659,DUP-PAYMENT,payment_failure,high,payment went through but I got no order id,claude-opus-5,tier2
TK-243661,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd delay 2. Checked rfnd status o,rules-baseline-v2,rules:note
TK-243662,CANCEL,customer_cancellation,n/a (rules),tiated to source. issue: order cancellation. cancelled before dispat,rules-baseline-v2,rules:note
TK-243667,CANCEL,customer_cancellation,n/a (rules),vised rto/return. issue: ord cancellation. cancelled before dispat,rules-baseline-v2,rules:note
TK-243676,LOST-TRANSIT,transit_lost,n/a (rules),Cx reported delivery delayed. Raised ticket w/ crr pa,rules-baseline-v2,rules:note
TK-243681,WTY-BUYBACK,connectivity_firmware,n/a (rules),"done, paired ok. Issue: device not discoverable. chk phone OS versio",rules-baseline-v2,rules:note
TK-243697,DOA-REPL,transit_damage,n/a (rules),Reported: damaged in transit. Checked with courier fo,rules-baseline-v2,rules:note
TK-243704,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no ord 2. chk pg dashboard for",rules-baseline-v2,rules:note
TK-243707,DUP-PAYMENT,payment_failure,n/a (rules),"helo paid via upi, amount deducted, no order confirmation t",rules-baseline-v2,rules:message
TK-243710,WTY-BUYBACK,hardware_fault,n/a (rules),"with cx -> escalated to wty. Credited full amount, n",rules-baseline-v2,rules:note
TK-243715,RETURN-QC-OK,return_qc,n/a (rules),Customer reached out - refund not credited. Checked reverse pickup,rules-baseline-v2,rules:note
TK-243716,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd not credited 2. chk rfnd status on PG,rules-baseline-v2,rules:note
TK-243718,RETURN-QC-OK,return_qc,high,PACKED THE BOX A WEEK AGO AND IT'S STILL HERE,claude-opus-5,tier2
TK-243723,CANCEL,customer_cancellation,n/a (rules),re: cancellation request | checked shipment statu,rules-baseline-v2,rules:note
TK-243724,LOST-TRANSIT,transit_lost,n/a (rules),Refunded Rs 1999. Issue: dlvry delayed. conf address w/ cx. -AD,rules-baseline-v2,rules:note
TK-243730,CANCEL,customer_cancellation,n/a (rules),cx reached out - cancel ord. Cancelled before dispat,rules-baseline-v2,rules:note
TK-243738,DOA-REPL,transit_damage,n/a (rules),1. Transit damage 2. Checked witth courier,rules-baseline-v2,rules:note
TK-243765,RETURN-QC-OK,return_qc,n/a (rules),cx reached out - wrong item delivered. verified ord,rules-baseline-v2,rules:note
TK-243771,LOST-TRANSIT,transit_lost,n/a (rules),nt not received. checked awb with courier. -RM,rules-baseline-v2,rules:note
TK-243778,RETURN-QC-OK,return_qc,n/a (rules),Ticket riased for rfnd not credited. Checked reverse pkp QC,rules-baseline-v2,rules:note
TK-243781,CANCEL,customer_cancellation,n/a (rules),reported: cancel ord. chk shipment status. fu,rules-baseline-v2,rules:note
TK-243784,DUP-PAYMENT,payment_failure,n/a (rules),ticket raised for duplicate payment. conf utrs. xfer to emai,rules-baseline-v2,rules:note
TK-243789,WTY-BUYBACK,hardware_fault,n/a (rules),: strap broken | checked warranty eligibility -> refund of,rules-baseline-v2,rules:note
TK-243792,WTY-BUYBACK,hardware_fault,n/a (rules),escalated to warranty. issue: touch not respon,rules-baseline-v2,rules:note
TK-243794,CANCEL,customer_cancellation,n/a (rules),order cancellation | cancelled before dispa,rules-baseline-v2,rules:note
TK-243796,LOST-TRANSIT,transit_lost,n/a (rules),Contact re order not delivered. Checked AWB with crr. R,rules-baseline-v2,rules:note
TK-243800,LOST-TRANSIT,transit_lost,n/a (rules),Customer states order not delivered. Confirmed address w/ cx,rules-baseline-v2,rules:note
TK-243806,RETURN-QC-OK,return_qc,n/a (rules),customer states pickup missed. re-raised pickup with c,rules-baseline-v2,rules:note
TK-243814,WTY-BUYBACK,hardware_fault,n/a (rules),spatched a new one under rma.,rules-baseline-v2,rules:note
TK-243820,DUP-PAYMENT,payment_failure,n/a (rules),customer reached out - amount deducted without order. asked for utr. refund,rules-baseline-v2,rules:note
TK-243823,DOA-REPL,transit_damage,n/a (rules),Cx reported damaged in transit. Checked with courier fo,rules-baseline-v2,rules:note
TK-243824,LOST-TRANSIT,transit_lost,n/a (rules),processed (3149). Issue: delivery delayed. Checked AWB with crr.,rules-baseline-v2,rules:note
TK-243828,DUP-PAYMENT,payment_failure,n/a (rules),hased: 25-07-2025 issue: two entries of rs 2499 on my statement for,rules-baseline-v2,rules:message
TK-243829,LOST-TRANSIT,transit_lost,n/a (rules),july 27 issue: my order has not been delivered yet tried: called the co,rules-baseline-v2,rules:message
TK-243834,DUP-PAYMENT,payment_failure,n/a (rules),cx: doulbe charge | conf utrs -> refund of rs 1299 ini,rules-baseline-v2,rules:note
TK-243843,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. chk reverse pkp QC st,rules-baseline-v2,rules:note
TK-243880,LOST-TRANSIT,transit_lost,n/a (rules),refund initiated as lost in transit. issue: shipment not rec,rules-baseline-v2,rules:note
TK-243881,CANCEL,customer_cancellation,n/a (rules),Ticket raised for ord cancellation. chk shipment status. Rf,rules-baseline-v2,rules:note
TK-243889,CANCEL,customer_cancellation,n/a (rules),tiated to source. Issue: order cancellation. Checked shipment status,rules-baseline-v2,rules:note
TK-243895,RETURN-QC-OK,return_qc,n/a (rules),processed (337). issue: reverse pickup pending. chk pickup awb.,rules-baseline-v2,rules:note
TK-243900,WTY-BUYBACK,hardware_fault,n/a (rules),Refunded Rs 1799. Issue: battery draining fast. adv disabling A,rules-baseline-v2,rules:note
TK-243902,PRICE-ADJ,pricing_coupon,n/a (rules),aced on 03-08-2025.  The festive offer vanished when I clicked,rules-baseline-v2,rules:message
TK-243905,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd delay 2. Checked rfnd status o,rules-baseline-v2,rules:note
TK-243908,DUP-PAYMENT,payment_failure,n/a (rules),"tiated to source. Issue: payment debited, no ord. Checked PG dashboard fo",rules-baseline-v2,rules:note
TK-243913,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd not credited 2. chk reverse pickup QC,rules-baseline-v2,rules:note
TK-243914,CANCEL,customer_cancellation,n/a (rules),reported: ord cancellation. checked shipment status,rules-baseline-v2,rules:note
TK-243917,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. Issue: refund pending. Checked refund status o,rules-baseline-v2,rules:note
TK-243931,CANCEL,customer_cancellation,n/a (rules),re: cancellation request | cancelled beefore disp,rules-baseline-v2,rules:note
TK-243932,DUP-PAYMENT,payment_failure,n/a (rules),1. duplicate payment 2. confirmed utrs 3. ref,rules-baseline-v2,rules:note
TK-243933,DUP-PAYMENT,payment_failure,n/a (rules),"paid via UPI, amount deducted, no order confirmation V",rules-baseline-v2,rules:message
TK-243944,RETURN-QC-OK,return_qc,n/a (rules),Customer states refund delay. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-243946,DOA-REPL,transit_damage,n/a (rules),"1. Unit received damaged 2. Photos received, dama",rules-baseline-v2,rules:note
TK-243961,RETURN-QC-OK,return_qc,n/a (rules),"ur w/ cx. rplc approved, reverse pkp arranged. -- full rfnd i",rules-baseline-v2,rules:note
TK-243965,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd delay 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-243973,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without order 2. chk pg dashboard fo,rules-baseline-v2,rules:note
TK-243984,DUP-PAYMENT,payment_failure,n/a (rules),re: amount deducted without order | asked for utr -> ful,rules-baseline-v2,rules:note
TK-243991,RETURN-QC-OK,return_qc,n/a (rules),Customer staes rfnd pending. Checked rfnd status on,rules-baseline-v2,rules:note
TK-243993,WTY-BUYBACK,hardware_fault,medium,buzzing sound from the speaker,claude-opus-5,tier2
TK-243994,RETURN-QC-OK,return_qc,n/a (rules),arn shared with cx. issue: refund n,rules-baseline-v2,rules:note
TK-244000,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. chk refund status on,rules-baseline-v2,rules:note
TK-244007,DOA-REPL,transit_damage,n/a (rules),"Contact re unit received damaged. Photos received, damage",rules-baseline-v2,rules:note
TK-244010,RETURN-QC-OK,return_qc,n/a (rules),arn shared with cx. issue: refund n,rules-baseline-v2,rules:note
